,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
189,스윙키즈,984,"12,077,312,892","1,470,753",드라마,12세이상관람가,12,2018,2018-12-19,강형철,"도경수,박혜수,자레드 그라임스,오정세,김민호,강성호,고창희,김건우,김동현,김민재,김수민,김유리,김은주,김종원,김지수,김지현,김지혜,김태윤,김태형,김하늘,나경진,박상필,박준수,신지훈,안희진,이동현,이상훈,이승철,이승훈,이승훈,이재석,이정현,이태영,장지훈,전민정,전재형,최민우,송재룡,주해은,박진주,박형수,이규성,강길우,김규백,김시원,백인권,염석무,오래영,김언수,김희상,윤정로,김종태,최원,전재형"
190,부라더,889,"11,590,908,298","1,468,301",코미디,12세이상관람가,11,2017,2017-11-02,장유정,"마동석,이동휘,이하늬,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영,이봉련,허성태,손영순,서현철,김강현,류정수,송상은,윤태희,정순원"
191,악질경찰,833,"2,256,615,278","262,233",범죄,청소년관람불가,3,2019,2019-03-20,이정범,"이선균,전소니,박해준,송영창,박병은,김민재,남문철,정가람,이유영,권오상,오희준,윤지온,임철수,장영승,남태부,박소은,선욱현,송부건,송요셉,김문찬,김민재,안지현,양준석,염문경,염선식,유하나,오창경,윤선혜,정재성,이정철,임형국,이종혁,김인숙,이주한,허린,김정수,김정우,김호연,김효민,황보정일,최정운,김연주,권정민,권한솔,이도국,김곽경희,이창호,이화연,노희중,한정훈,지화섭,김원식,문지홍,진우진,민대식,정영도,심영민,이한누리,이형구,이원,장태민,임종훈,양현진,박성희,송영섭,송용호,송재생,장율,한동원,황리한"
192,화이: 괴물을 삼킨 아이,817,"17,678,676,795","2,391,963",액션,청소년관람불가,10,2013,2013-10-09,장준환,"여진구,김윤석,조진웅,장현성,김성균,박해준,임지은,남지현,설우신,이성,이태종,한진,홍준표,유연석,이준혁,박진우,한주완,서영화,이진성,장인섭,손강국,이승용,김근영,이유미,박경혜,권은수,박용우,박성준,김영민,한이진,신정섭,김종태"
193,나의 특별한 형제,936,"11,835,049,574","1,441,813",드라마,12세이상관람가,5,2019,2019-05-01,육상효,"신하균,이광수,이솜,박철민,권해효,길해연,양소민,배명진,김자영,김한나,양조아,김기천,고봉구,김경남,송철호,박정훈,서지원,김동훈,신안진,신안진,김민석,안지호,우지현,우지현,오세은,김서원,김현빈,이선주,김희창,윤정로,김승태,강은아,김중기,고현준,이채은,이호원,목규리,김태완,정유민,최광일,이도엽,김윤호,연승빈,전채원,서희,선종남,한경원,한별"
194,탐정 홍길동: 사라진 마을,764,"11,483,686,845","1,426,873",드라마,15세이상관람가,5,2016,2016-05-04,조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나,고우림,이민웅,김영성,김동휘,강덕중,남정희,신재승"
195,런닝맨,567,"10,011,200,500","1,416,053",액션,15세이상관람가,4,2013,2013-04-04,조동오,"김혜란,신하균,이태리,김상호,조은지,오정세,주현,김의성,정석용,남경읍,정동석,조원철,지성환,김도연,김선간,한승현,염동헌,정민성,박상욱,권범택,김태훈,조운"
196,기억의 밤,751,"10,652,346,660","1,387,599",미스터리,15세이상관람가,11,2017,2017-11-29,장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라,안민영,박경찬"
197,골든슬럼버,833,"11,412,768,798","1,387,508",범죄,15세이상관람가,2,2018,2018-02-14,노동석,"강동원,김의성,한효주,김성균,김대명,윤계상,이준혁,정소민,최우식,유재명,차순배,김시은,이강희,이경훈,이상원,박혜영,김재영,방한솔,이승민,이예림,김종호,손영진,신경철,이진구,이하늘,김지희,김지희,김진성,오기환,남은정,박다은,박서연,박성희,박시은,박은영,전한나,박정민,정신영,정연주,박지선,박지현,조영진,김건,최재호,최진호,최혜영,한대훈,황준혁,김소정,김수영,김우진,김승호,김유정,오륭,염혜란,박건아,노수산나,이학주,우상기,원현준,김승훈,김미경,윤부진,곽자형,이상희,윤재인,정인겸,김서원,정미형,황재열,조승구"
198,신의 한 수,794,"28,777,712,256","3,562,123",범죄,청소년관람불가,7,2014,2014-07-03,조범구,"정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화,김소진"
200,특별시민,"1,154","10,494,768,945","1,362,634",드라마,15세이상관람가,4,2017,2017-04-26,박인제,"최민식,곽도원,심은경,문소리,라미란,류혜영,이기홍,진선규,권용덕,이주연,이준범,박지연,정병욱,정병진,신동필,정성호,신중혁,정연서,이상구,이상준,이수경,이영민,이윤희,이재현,홍윤기,마동석,서이숙,정재윤,강기영,이성우,강신철,박지연,김수안,이서환,서문호,이육헌,윤태희,이윤희,박보경,윤재인,신유람,김윤태"
201,궁합,966,"10,478,875,438","1,340,117",코미디,12세이상관람가,2,2018,2018-02-28,홍창표,"심은경,이승기,김상경,연우진,강민혁,최우식,조복래,박선영,이한서,윤송아,이선빈,이동희,이상진,이소현,이수연,이수연,이슬아,김정겸,배지혜,이영수,이정현,이주연,이지민,신혜경,김탁호,김태환,유다영,유다영,윤예원,윤유선,민성주,장지선,정민규,정인영,정재훈,김필수,강현우,조성환,최민호,김욱,최우진,최준호,김보경,김서현,안지호,김성훈,김상혁,조수향,박진주,이정현,손성찬,박호산,최교식,김관수,유정호,박지일"
202,미스터 고,840,"9,337,990,000","1,328,890",코미디,12세이상관람가,7,2013,2013-07-17,김용화,"서교,성동일,이훈민,임동욱,임승묵,임왕섭,천재성,최인호,박정훈,배지현,조재윤,변희봉,김성주,김인우,김희원,김태준,김고은,전신환,이양희,김응수,곽진무,김기천,김태훈"
204,사라진 밤,925,"10,686,397,316","1,314,274",스릴러,15세이상관람가,3,2018,2018-03-07,이창희,"김상경,김강우,김희애,서현우,이민지,이윤재,이지훈,김지영,최윤석,류경수,현봉식,경수진,황재열,김희상,복세훈"
205,장산범,711,"10,332,117,083","1,305,145",미스터리,15세이상관람가,8,2017,2017-08-17,허정,"염정아,박혁권,허진,신린아,방유설,이준혁,이달,이주원,장리우,정지훈,노수산나,김수안"
206,클로젯,"1,197","10,920,792,280","1,264,970",미스터리,15세이상관람가,2,2020,2020-02-05,김광빈,"하정우,김남길,허율,이도국,이양희,김시아,신현빈,김수진,박지아,임현성,강신철,박성웅"
207,유열의 음악앨범,"1,078","10,233,455,040","1,245,532",멜로/로맨스,12세이상관람가,8,2019,2019-08-28,정지우,"김고은,정해인,박해준,김국희,정유진,최준영,심달기,나철,권은수,박세현,김한나,남문철,강민지,고경희,곽민석,박성용,권혁,김경미,박지연,김대곤,김도연,김도영,김동규,김동준,신이지,김민,변주현,안현빈,유병선,유병선,유열,연제욱,윤대열,김세경,윤상정,윤재국,이정진,이서한,허지나,최영우,홍성덕,홍종호,홍현종,이찬희,김희진,황재열,강서은,김중기,김지안,구권모,이혜원,최효주,김진옥,김병만,김사랑,이미라,이영훈,이영희,김주빈,김현,이유경,이유경,이유경,이유경,정애리,원미원,노윤지,유성주,유현준,박기량,윤옥길,최강희,심규식,정효림,이상협,이승미,이원섭,서미소,박찬국,최준규,전상조,송덕호,오채은,장세원,한경희,홍종길,한성용,황도진,한준원,현예빈,홍사빈"
208,오케이 마담,"1,288","10,979,902,910","1,228,687",코미디,15세이상관람가,8,2020,2020-08-12,이철하,"엄정화,박성웅,이상윤,배정남,이선빈,정수빈,유하준,박지일,김법래,주석태,조성희,유수정,최진호,김병옥,김혜은,전수경,박소리,임현성,이시원,송치훈,이정현,윤병희,곽진석,김한종,박태산,진모,김규백,강민순,김성종,주창욱,김미화,류혜린,배소영,이유안,천지유,배진아,이가경,김대우,박종환,곽민석,윤지온,양현민,정재민,어성욱,허승,이재혁,노승윤,전현숙,김인숙,정미경,김민체,고봉주,류대식,최영도,윤대열,이명로,우연화,배기림,홍기주,오시은,민채은,김태린,전운종,윤동주,우시헌,이태준,김태응,김진혁,김미라,유준혁,나종기,조은혜,김수호,이찬희,황재필,이종성,박경관,정우영,김도아,한아름,강병욱,윤소담,한희림,고재운,김남길,정만식,김종수"
209,특별수사: 사형수의 편지,691,"9,792,082,065","1,225,142",범죄,15세이상관람가,6,2016,2016-06-16,권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈,민진웅,홍기준,곽자형"
210,찌라시: 위험한 소문,560,"9,111,648,087","1,221,420",범죄,15세이상관람가,2,2014,2014-02-20,김광식,"김강우,고창석,박성웅,이진호,이현민,박정우,박진수,서병덕,임준혁,장한얼,신현수,정문구,정승아,정자영,유지연,정희중,조아라,윤석진,고태영,이경훈,최선규,이상미,이성재,이정호,이종혁,이준혁,이지은,김도형,김민호,김범준,김진성,문호진,민정기,이채은,정진영,진선규,장광,김의성,배용근,최미라,고원희,박형수,우기홍"
211,결혼전야,524,"8,431,504,719","1,212,270",멜로/로맨스,15세이상관람가,11,2013,2013-11-21,홍지영,"김강우,김효진,주지훈,이연희,옥택연,마동석,구잘 투르수노바,이희준,고준희,최종윤,정민주,이미도,최병모,김광규,장광,황정민,오나라,임병우,이주실,민성욱,주부진"
213,해치지않아,"1,216","10,154,099,090","1,209,689",코미디,12세이상관람가,1,2020,2020-01-15,손재곤,"안재홍,강소라,박영규,김성오,전여빈,박혁권,장승조,조한준,문동혁,한예리,서현우,박형수,김흥래,김수진,윤대열,이현욱,오재균,조민경,손경원,김경민,안성봉,송수영,윤재인,한사명,전운종,양말복,김비비,김그림,박윤호,김현,박기륭,이정민,윤우중,정원형,장원형,송유현,조은유,임새라,주부진,손희순,남정희,김남순,권범택,원근희,손영희,김정현,이다영,박중금,양현진,박소영,조혜선,경규민,이다인,장정우,이경민,김규희,박보은,이하영,서은솔,송지우,양희원,김하연,김태연,박시윤,윤성우,진현광,배은우,최찬호,설창희,변상윤,박영빈,유은조,김경로,오석철,고민지,최정현,배진호,이윤상,유정호,노수산나,김기천"
214,버닝,739,"4,714,345,098","528,153",미스터리,청소년관람불가,5,2018,2018-05-17,이창동,"유아인,스티븐 연,전종서,이고운,이수정,배민정,이승호,이영석,김정은,김정현,이현수,김지은,김지현,김현우,유혜승,문성근,임용순,조용준,최선호,최선호,김건희,김명호,함선일,김민성,김수경,김민희,김민지,이봉련,장원형,이중옥,옥자연,조용준,유정호,김홍기"
215,깡철이,707,"8,534,777,462","1,204,666",드라마,15세이상관람가,10,2013,2013-10-02,안권태,"유아인,김해숙,김정태,김성오,정유미,이시언,신정근,손희정,신경주,신창수,이동연,이동훈,이승민,이태영,길정환,하수진,한상현,이도겸,김인우,장태성,김현숙,김가영"
216,시간이탈자,733,"9,729,882,195","1,202,058",스릴러,15세이상관람가,4,2016,2016-04-13,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이태리,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영,이봄,이장유,허정도,임영우,최원"
217,해빙,915,"9,879,737,822","1,201,576",스릴러,15세이상관람가,3,2017,2017-03-01,이수연,"조진웅,신구,김대명,송영창,이청아,윤세아,박희정,서수민,이강재,이재은,정아미"
218,더 웹툰: 예고살인,541,"8,534,322,070","1,201,033",공포(호러),15세이상관람가,6,2013,2013-06-27,김용균,"이시영,엄기준,정현태,문가영,권해효,김도영"
219,생일,862,"9,786,575,840","1,186,283",드라마,전체관람가,4,2019,2019-04-03,이종언,"설경구,박가영,전도연,김보민,윤찬영,박종환,김형주,성유빈,탕준상,신문성,이봉련,김수진,안다정,정종준,박미현,곽민규,박세정,박윤호,김경준,서석규,김계선,선욱현,신미영,신안진,신운섭,신주원,김민재,유지현,염선식,윤미경,옥주리,김수연,임혜진,김현정,이상홍,김재범,조미라,조영래,김종훈,조재현,이광우,최현진,최혜지,김진옥,이시형,김학충,한승우,이현우,조하비,맹진희,진명룡,유이찬,민구경,윤영,신동력,최은후,엄대현,최해솔,방재호,연승빈,박민규,석예린,오태남,성경구,한도형,함희수,허남일,허진성,김현,권잎새,한대훈,김종태"
