,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
259,인랑,"1,085","6,994,748,173","897,548",SF,15세이상관람가,7,2018,2018-07-25,김지운,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,김성호,김성호,김우진,소윤호,정기섭,정원중,장원형,최진호,허지원,옥자연,홍인,권혁범,김시원,전광진,손경원,조운,김도율,김예은,김종태"
260,결백,"1,112","7,858,105,340","893,856",드라마,15세이상관람가,6,2020,2020-06-10,박상현,"신혜선,배종옥,허준호,태항호,홍경,고창석,박철민,김수현,차순배,정인겸,한이진,최홍일,김중희,한이진,김도윤17,김도윤17,김도윤,신철진,김정팔,하성광,김현아,주석제,윤가현,한철우,곽자형,신현용,신원우,김정현,하윤서,김재철,이동규,숭의열,권혁훈,성규찬,김진욱,성열석,김상욱,고병택,고병택,길창규,정애화,황도윤,조민준,이지우,이지우,박시윤,헨니 사비니지,홍은진,김덕주,이민섭,이민섭,김동현,박성훈,김미준,김미준,이소윤,임마리아,노형원,이한종,김지성,신문성,조민정,신혜정,남상우,이원상,한우열,노준표,정한빈,서정원,이원우,김예진,조원준,김경태,윤민,이광섭,하승연,이재현,전정일,이상철,허성우,김가은,황재필,노태현,신정식,고경옥,이진희,이솔,방예슬,권지희,정시후,신재영,김정,노영애,오영욱,이장숙,홍현종,정세영,정승균,정승균,황영수,김지한,고재운,김석훈,박성근,배해선,박진영,김영재"
261,신비아파트 극장판 하늘도깨비 대 요르문간드,841,"7,046,110,380","893,221",애니메이션,전체관람가,12,2019,2019-12-19,변영규,"김영은,김채하,신용우,조현정,양정화,김현지"
262,극장판 헬로카봇 : 백악기 시대,758,"6,542,619,500","874,967",애니메이션,전체관람가,8,2018,2018-08-01,"최신규,김진철","이지현,김용준,양정화,홍범기,엄상현,사문영,위훈,민응식,신용우,안소이,한신,이현,김상백,임정길,김두용,이지현,한신"
263,열한시,512,"6,097,792,000","870,785",스릴러,15세이상관람가,11,2013,2013-11-28,김현석,"정재영,김옥빈,최다니엘,이대연,박철민,신다은,오광록,김중탁,이시연,김정우"
264,신세계,671,"34,881,330,905","4,682,492",범죄,청소년관람불가,2,2013,2013-02-21,박훈정,"이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진,박인수,권태원,정민성,류성현,곽진석,김서원"
265,좋아해줘,637,"6,572,774,337","848,148",멜로/로맨스,12세이상관람가,2,2016,2016-02-17,박현진,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연,이정은,박명신,이승연,김승훈,박희본,조대희,허정도,정유진,최정현"
266,대립군,809,"6,276,963,402","837,500",드라마,15세이상관람가,5,2017,2017-05-31,정윤철,"이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준,이한성,박정환,박지환,박지훈,손승훈,손영진,정연수,지경현,유명환,윤성민,이가경,이경수,이경재,이상현,이승철,이승훈,이주영,박호산,김원진,김재록,우기홍,강도연,최병모,박상훈,김시우,진수현"
267,손님,634,"6,385,295,880","827,918",판타지,15세이상관람가,7,2015,2015-07-09,김광태,"류승룡,이성민,천우희,이준,정경호,김정영,박시연,이민지,백승호,유재현,이서연,이승준,전국환,정준원,손산,한이진"
268,뽀로로 극장판 공룡섬 대모험,803,"6,203,897,300","824,079",애니메이션,전체관람가,12,2017,2017-12-07,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현"
269,남쪽으로 튀어,428,"5,907,297,500","821,918",코미디,15세이상관람가,2,2013,2013-02-06,임순례,"김윤석,오연수,한예리,백승환,박사랑,김성균,이청기,이현경,최성태,홍지은,황인준,박윤호,서은아,김종구,김홍파,라미란,이동휘,박진우,이대연,유재명,유하복,오희준,김태훈,김자영,김영웅,김경덕,전수지,전광진,오창경,김종태"
270,레드슈즈,717,"6,102,923,190","817,547",애니메이션,전체관람가,7,2019,2019-07-25,"홍성호,홍성호","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬,아바 콜커,사성웅,김명준,신용우,유호한,곽지혜,전진아,권성혁,김규동,정승욱,윤세웅,정재헌,안소이,신예솔,이종구,전광주,최한,서문석"
271,카트,544,"5,809,735,433","799,275",드라마,12세이상관람가,11,2014,2014-11-13,부지영,"염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연,이선희,이정은,김가영,이선주,정경섭,박혜진,김비비,최병윤,윤상훈"
274,상의원,466,"6,202,433,964","790,158",사극,15세이상관람가,12,2014,2014-12-24,이원석,"홍수민,한석규,고수,박신혜,유연석,김수웅,김주훈,김지현,김현정,박병은,박소담,배성우,한지은,김재화,이유비,최희진,신소율,김종언,전소니,조달환,허성태,주예지,김동휘,김현지"
276,살인의뢰,646,"6,986,456,737","855,980",범죄,청소년관람불가,3,2015,2015-03-12,손용호,"김상경,김성균,박성웅,윤승아,조재윤,김의성,기주봉,홍성덕,오대환,이정훈,이진수,박소희,박일우,박혜미,송영창,태욱,김덕순,이다희,이상인,이용출,임종윤,김나연"
277,미옥,635,"1,897,705,564","238,587",범죄,청소년관람불가,11,2017,2017-11-09,이안규,"김혜수,이선균,이희준,최무성,김민석,오하늬,여이레,박상규,박주연,신지훈,이연,임용순,차순배,이서준,손상연,차래형,김연교,최현종,남성호,권율,김경민,박기륭,권범택,이도국"
278,뽀로로 극장판 보물섬 대모험,736,"5,886,268,900","766,758",애니메이션,전체관람가,4,2019,2019-04-25,"김현호,윤창섭,김현호","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,남도형,정승욱,이장원,황창영,김환진,남도형,황창영"
279,레슬러,957,"6,440,492,657","765,963",드라마,15세이상관람가,5,2018,2018-05-09,김대웅,"한도진,유해진,이성경,나문희,성동일,진경,황우슬혜,박규영,이한서,최유화,이예원,이배,이미경,배수현,이윤호,이주한,김진철,김태윤,김희원,박성범,정혜경,김민재,김명희,한경미,김민혜,양현민,현봉식,김태훈,김강현,오정세"
280,스플릿,702,"6,097,721,539","757,430",드라마,15세이상관람가,11,2016,2016-11-09,최국희,"유지태,이정현,이다윗,정성화,김지은,김태훈,신민수,윤수현,이정주,이지수,조선묵,조수정,최승,정종열"
281,방황하는 칼날,594,"7,806,377,800","987,420",범죄,청소년관람불가,4,2014,2014-04-10,이정호,"이진성,정재영,이성민,서준영,박정호,박지영,박진선,서주연,안지현,유지은,정혜정,차수빈,이동기,이수경,이승현,이주승,김기현,김원진,김태준,김현,김현호,김희석,김홍파,김대명,정석용,오정세,김태준,박명신,송재룡,박성근,이중옥,이장유,이수빈,백인권"
282,물괴,"1,183","6,104,164,954","723,414",액션,15세이상관람가,9,2018,2018-09-12,허종호,"한도진,김명민,김인권,이혜리,최우식,박성웅,박희순,이경영,이강진,이규현,이기창,이동훈,이상철,이정훈,이정훈,김종윤,김주연,이찬유,김학충,김혜린,김호진,오진호,유병선,윤보현,박건우,박소은,정자영,박하현,강성훈,강태영,정효경,조원희,최윤지,최윤지,최재욱,김성수,김용호,김영철,이서준,이양희,김규백,최교식,엄지만,추연규"
283,미쓰백,638,"6,027,243,066","720,558",드라마,15세이상관람가,10,2018,2018-10-11,이지원,"한지민,김시아,이희준,권소현,백수장,장영남,김선영,이주영,이정은,전석호,조민준,윤송아,이승민,신수정,이지원,김지혜,김지희,박지선,강가미,김미선,김민기,한용환,김보민,김호창,김보민"
284,국가대표 2,562,"5,424,324,942","703,024",드라마,12세이상관람가,8,2016,2016-08-10,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화,함지후,곽지유,이봉련,조희봉,김응수,최병모,윤경호,정태야,배서하"
285,신비아파트: 금빛 도깨비와 비밀의 동굴,762,"5,001,247,250","678,091",애니메이션,전체관람가,7,2018,2018-07-25,김병갑,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호"
286,열정같은소리하고있네,566,"4,761,399,902","654,407",드라마,15세이상관람가,11,2015,2015-11-25,정기훈,"정재영,박보영,오달수,배성우,류덕환,류현경,진경,윤균상,최홍원,김보람,김정훈,서동원,신정훈,육진영,이미경,이상훈,이영진,이병준,유하복,이규형,손성찬,이상훈,이현주,윤주,조영규"
288,그날의 분위기,592,"5,142,899,612","652,453",멜로/로맨스,15세이상관람가,1,2016,2016-01-14,조규장,"김정희,문채원,유연석,조재윤,김슬기,이해영,이연두,박민우,이창해,인교진,임영,박태영,정경옥,박호진,정라엘,서정희,오형근,이범희,이정은,김남순,조혜선,이은정"
289,아빠는 딸,520,"5,047,634,395","646,412",코미디,12세이상관람가,4,2017,2017-04-12,김형협,"윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,민도희,박희진,정유동,윤진영,이정수,이유진"
290,사냥,696,"4,912,658,515","645,922",액션,15세이상관람가,6,2016,2016-06-29,이우철,"안성기,신재훈,오주환,조진웅,이상화,한예리,권율,한동원,손현주,박병은,예수정,차순배,허준석,권기하,조대희,심이영"
291,나를 찾아줘,875,"5,117,014,620","645,082",스릴러,15세이상관람가,11,2019,2019-11-27,김승우,"이영애,유재명,이원근,박해준,백주희,최현종,황재열,박해준,김종수,이항나,김태율,이시우"
292,광대들: 풍문조작단,806,"5,226,776,088","637,021",사극,12세이상관람가,8,2019,2019-08-21,김주호,"조진웅,손현주,박희순,고창석,최원영,김슬기,윤박,김민석,장남열,김희찬,최귀화,정인기,백수희,정윤하,정아미,이국주,박노식,강수호,강현구,강현구,박상훈,곽최산,곽자형,권지훈,권혁성,박영복,김건,서문호,서민우,박재완,김광현,김기석,서하영,선호삼,박준영,김남우,김니나,박지열,박찬규,배경민,김두현,김문수,김민서,김민석,신치영,신현승,심철민,심철민,유광수,유병선,유병선,엄옥란,유희제,김세별,윤성민,윤육,이상민,이종운,김장원,허성우,이준구,정한호,홍근택,김재홍,장한별,조미라,전수연,전정일,김순애,이찬희,이창준,김승찬,황윤성,이창범,조은주,김주경,최정현,김시호,조지현,정미남,강소백,김준석,김준모,강정혁,조혜인,최철민,최춘범,권예은,권홍석,김창겸,김낙균,채민지,채성원,김도담,김영준,천준호,이동희,김성용,정성훈,김수은,임정민,이확광,임수지,김영직,조규완,이민정,이우성,한상호,이운산,조신근,조은유,이병희,라희정,류경미,나호원,문재원,유해밀,차미경,정윤성,채종규,박귀순,신성일,천용현,최광덕,최광제,이재빈,박성빈,심성효,안대현,안수호,최은선,장재권,최준서,엄윤아,장지용,박해용,배건하,엄혜수,전성호,오강율,전지수,서인성,오무용,서재희,송수근,백준선,홍원희,한재웅,서동진"
293,관능의 법칙,591,"5,808,789,500","773,996",드라마,청소년관람불가,2,2014,2014-02-13,권칠인,"엄정화,문소리,조민수,이경영,이성민,이재윤,백동훈,전민혁,오상진,차수보,황정현,김용식,김재혁,김지은,조우진,최무성,진선규,권해효,곽자형"
294,플랜맨,458,"4,528,561,558","632,299",드라마,15세이상관람가,1,2014,2014-01-09,성시흡,"정재영,한지민,박진우,박진주,서민석,성기욱,장윤희,신나라,양준모,오종환,오흥석,차성호,이경재,최민석,최병모,하재숙,이정연,이종원,이종현,이준호,김근영,김세호,김재현,김지영,김지훈,신정만,장광,박길수,유승목,남태부,차예련,최원영,윤경호,고우림"
295,조선마술사,608,"4,650,016,527","628,576",드라마,12세이상관람가,12,2015,2015-12-30,김대승,"유승호,고아라,곽도원,조윤희,이경영,박철민,손병호,조달환,서범식,김지민,이재웅,최광락,장유상,임종윤,박충선,김태준,이가경,염혜란,이수인,홍인,김서원"
297,해무(海霧),584,"11,631,310,219","1,466,830",드라마,청소년관람불가,8,2014,2014-08-13,심성보,"김윤석,박유천,한예리,이희준,문성근,김상호,유승목,이승태,이재성,김기태,김태엽,김태엽,윤제문,조덕제,기주봉,정대용,권병길,예수정,염혜란,허성태,정인기,김영웅,백인권,정현국"
299,특종: 량첸살인기,776,"4,754,763,118","616,481",스릴러,15세이상관람가,10,2015,2015-10-22,노덕,"조정석,이미숙,이하나,김의성,배성우,김대명,태인호,김수안,김기호,김민재,오주환,이정은,최병모,윤다경,이창훈,백현진,박기만,강재은"
300,서부전선,509,"4,751,661,400","609,063",전쟁,12세이상관람가,9,2015,2015-09-24,천성일,"설경구,여진구,이경영,정성화,정인기,김원해,정석원,한민수,조상원,이찬유,김선영,이은형,이소명,유순철,김동규,오성택,김명환,김민지,김종석,김지영,박시연,박아형,박지연,박지원,최호중,김시은,조희봉,정재훈,권오상,김태훈,곽진무,이수빈,감승민,이상희,양정인"
301,미스터 주: 사라진 VIP,692,"5,057,108,660","601,675",코미디,12세이상관람가,1,2020,2020-01-22,김태윤,"이성민,김서형,배정남,신하균,갈소원,유인나,김수미,이선균,이정은,이순재,김보성,조한준,박준형,정다정,데이비드 맥기니스"
302,연애의 온도,567,"13,798,864,446","1,865,195",멜로/로맨스,청소년관람불가,3,2013,2013-03-21,노덕,"이민기,김민희,최무성,라미란,장영준,정여진,조치언,박명규,권유진,박병은,하연수,김강현,김자영,정종열"
304,패션왕,523,"4,338,223,379","591,125",코미디,15세이상관람가,11,2014,2014-11-06,오기환,"김다율(김아현),김한나,주원,최진리,안재현,박세영,김성오,윤혜빈,이대수,이상훈,이정연,이주영,이주희,이효재,정라엘,최우진,기안84,김성준,김승주,박상욱,배유람,이일화,이동휘,양흥주,민진웅,주민하,강덕중,이은채,김태훈,이수광,임영우,김성준"
306,극장판 헬로카봇 : 달나라를 구해줘!,889,"4,553,434,150","587,818",애니메이션,전체관람가,9,2019,2019-09-04,"최신규,김진철","이지현,김용준,양정화,조경이,사문영,엄상현,민아,김상백,김두용,시영준,이현,소정환"
307,극장판 헬로카봇: 옴파로스 섬의 비밀,752,"4,485,905,140","575,353",애니메이션,전체관람가,1,2019,2019-01-31,"최신규,김진철","이지현,김용준,양정화,사문영,홍범기,이현,시영준,엄상현,임정길,서윤선,시영준,홍범기,김용준"
308,양자물리학,799,"4,526,478,380","553,879",범죄,15세이상관람가,9,2019,2019-09-25,이성태,"박해수,서예지,김상호,김응수,변희봉,김영재,이창훈,임철수,현봉식,주석태,손종학,박성연,김동현,남태우,김원목,윤재인,이정민,유정호,지찬,김지성,강재은"
309,점박이 한반도의 공룡2 : 새로운 낙원,672,"4,293,073,300","550,059",애니메이션,전체관람가,12,2018,2018-12-25,한상호,"박희순,라미란,김성균,김경진,김재훈,김흥래,윤정화,이민규,이준호,이호준,최윤정,김응수,박중금"
310,차이나타운,551,"11,989,400,678","1,472,006",범죄,청소년관람불가,4,2015,2015-04-29,한준희,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,노경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지,백수장,조현철,차래형,우상기,주예지,이해운"
312,침입자,"1,365","4,806,336,000","531,214",미스터리,15세이상관람가,6,2020,2020-06-04,손원평,"송지효,김무열,예수정,이해운,한혜지,허준석,임선우,한대훈,최원"
313,널 기다리며,551,"5,232,611,336","634,953",스릴러,청소년관람불가,3,2016,2016-03-10,모홍진,"김은우,심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁,김서라,임용순,손경원,주부진,김남순"
314,7년의 밤,872,"3,969,337,524","528,007",스릴러,15세이상관람가,3,2018,2018-03-28,추창민,"류승룡,장동건,송새벽,고경표,이레,탕준상,이상희,문정희,서현우,이동민,이동훈,이동희,이상민,이상영,이성훈,김재철,이정현,김주하,이호준,김효인,박노찬,장승화,박정숙,박정주,최대룡,김현,김은경,김원진,김병석,민진웅,이정현,전배수,이란희,최광일,김비비,정인겸,엄지만,신현빈,지한아,최원"
315,순수의 시대,546,"3,702,353,828","465,492",사극,청소년관람불가,3,2015,2015-03-05,안상훈,"신하균,장혁,강한나,강하늘,박혜준,정현국,권승구,서지오,권지훈,천준호,최아람,양영조,김경애,오하늬,윤민규,이광기,김민수,이상민,이수민,손병호,박갑진,최무성,기주봉,이재용,문영동,조희봉,지성원,성유빈,정아미,김사희,임영우,이형훈,김다예"
317,가려진 시간,884,"3,946,462,400","510,878",드라마,12세이상관람가,11,2016,2016-11-16,엄태화,"강동원,신은수,이효제,김희원,권해효,김단율,정우진,엄태구,박종환,김동현,김예지,이영상,조슬예,고민우,오희준,김정영,안지호,박지후,윤금선아,김준배,박성연,강덕중,김비비,백승진,김희상"
318,남자사용설명서,372,"3,602,049,257","507,257",코미디,15세이상관람가,2,2013,2013-02-14,이원석,"김영현,이시영,오정세,박영규,김정태,이원종,배성우,김준성,김민재,경수진,조혜선,최우영,성윤용,손종규,이순혜,차종호,정보름,손산,김영웅,차청화,김사희"
319,캐치미,517,"3,387,483,000","492,773",코미디,12세이상관람가,12,2013,2013-12-18,이현종,"김아중,주원,박은영,강남현,박태영,박호진,임우철,장원,신비감,조영헌,차승훈,이가경,이대수,최규호,이상훈,이성동,이성민,이정욱,이준규,이지연,이지영,김미나,김미라,김미숙,김소라,김영주,김초롱,김현아,김희정,배성우,유재명,김희원,이세랑,주석태,배진웅,이상훈,강덕중,차청화,김사희,유정호,이은채,박현우,정현국"
320,무서운 이야기 2,337,"3,375,472,500","492,465",미스터리,15세이상관람가,6,2013,2013-06-05,"김성호,김휘,정범식,민규동","박성웅,우혜진,이세영,성준,이수혁,백진희,김슬기,정인선,고경표,김지원"
321,또 하나의 약속,192,"3,470,184,400","489,409",드라마,12세이상관람가,2,2014,2014-02-06,김태윤,"우혜영,박철민,김규리,윤유선,박희정,유세형,이경영,박윤선,박윤호,강선영,석현,신혜정,정상민,정태수,정홍일,윤태영,최영옥,최혁진,최효원,이새별,이선영,이성준,이소연,한은경,김리승,김민식,김영환,김재현,김태영,김형일,정진영,김영재,김선영,김종언,임종윤,강진아,전소현,곽자형"
322,침묵,634,"3,873,542,364","487,897",드라마,15세이상관람가,11,2017,2017-11-02,정지우,"최민식,박신혜,류준열,이하늬,박해준,조한철,이수경,박성희,박태강,박호산,송준,안성봉,채현우,이상철,이연,이정민,이정민,이태형,임승묵,박규영,남명렬,박형수,김대현,서현우,김수진,강신철,김영재,장원형,박지연,권은수,오아연,이민웅,백종승,윤재인,한사명,전운종,박중금,양현진,진현광"
323,해어화,572,"3,763,852,759","485,083",사극,15세이상관람가,4,2016,2016-04-13,박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준,오하늬,김고은,금새록,김영민,백현진,이다영,신유람,김현지"
324,계춘할망,526,"3,589,317,348","480,987",가족,15세이상관람가,5,2016,2016-05-19,창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안소요,이상화,이슬비,이윤혁,신문성,오희준,김영철,주가영"
325,소녀괴담,455,"3,546,340,054","480,528",미스터리,15세이상관람가,7,2014,2014-07-02,오인천,"강하늘,김소은,김정태,한혜린,박두식,이아현,서경배,임미라,임승현,전성혁,전소연,정윤선,권용진,이상헌,이슬아,이승민,이승현,이정철,김상혁,김영미,김욱,김유영,박선호,김재화,이동훈,박충선,주민하,이봄,한태린,경수진"
326,조선미녀삼총사,388,"3,471,341,321","480,361",코미디,12세이상관람가,1,2014,2014-01-29,박제현,"하지원,강예원,가인,고창석,주상욱,최성민,박동빈,하용진,강민호,박재홍,박지훈,배범식,서명석,장정주,정명군,정수남,정우현,조영훈,이민수,하형원,한상일,이재윤,이준영,김용수,김태용,김효중,박건우,정호빈,송새벽,장희수,공정환,이유준"
327,넛잡: 땅콩 도둑들,382,"3,280,608,100","478,392",애니메이션,전체관람가,1,2014,2014-01-29,피터 레페니오티스,"윌 아넷,브렌든 프레이저,리암 니슨,캐서린 헤이글,싸이(박재상)"
330,"로봇, 소리",609,"3,519,595,560","476,665",드라마,12세이상관람가,1,2016,2016-01-27,이호재,"이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,박지훈,안광복,유민상,이상우,이승준,노소영,차순배"
331,변산,763,"3,886,052,473","474,137",드라마,15세이상관람가,7,2018,2018-07-04,이준익,"박정민,김고은,장항선,고준,신현빈,정규수,김준한,배제기,최정헌,한별,김형주,차순배,신문성,이세랑,이고은,이민섭,이성호,방준석,이승훈,김정현,이재성,이정현,김지성,이현정,이혜원,김진표,김형주,김희주,박수연,박지선,강현구,고유,정호연,차신혜,김민식,최정현,김세겸,김수정,박수연,던밀스,류성현,임성재,백현진"
332,위험한 상견례 2,429,"3,575,384,754","472,693",멜로/로맨스,15세이상관람가,4,2015,2015-04-29,김진영,"진세연,홍종현,신정근,임수연,정명호,박진수,박태규,조영란,조용재,오재호,유성진,이동민,이상현,이상협,이석현,차종호,이철민,김선영,신대섭,박은혜,이정현,김응수,배진웅,이장유,주부진"
333,나를 기억해,545,"1,227,953,892","140,849",미스터리,청소년관람불가,4,2018,2018-04-19,이한욱,"이유영,김희원,오하늬,이학주,김다미,고규필,손강국,윤희정,이규현,이재혁,김준희,김태윤,김희원,장혁진,박건아,이홍내"
334,마담 뺑덕,536,"3,685,882,590","465,749",멜로/로맨스,청소년관람불가,10,2014,2014-10-02,임필성,"정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아,한주영,김경재,손석구,이창훈,안민영,조윤우,김자영,박서연"
336,언니,530,"1,746,373,250","197,134",액션,청소년관람불가,1,2019,2019-01-01,임경택,"이시영,박세완,이준혁,최진호,강민범,류도하,민예지,김강산,박일우,선율우,성승주,성진,박지완,김대근,김대홍,박하랑,배소현,배우진,신철민,신철민,안세하,육효명,윤대근,오현진,윤송아,신철민,공민규,이상훈,홍성호,최원호,김호진,김정팔,이육헌,김준희,이고은,이금주,곽인준,국하은,태정,김기무,김예진,임용순,임주영,김채현,김원해,정수현,조원재,조정환,조정환,이형철,주인서,문수빈,김태윤,문의영,정다향,김원중,정온서,정우리,채화,이자은,정회동,이태광,최인순,연승호,전승희,서윤하,설정환,성유라,홍대영"
337,동네사람들,731,"3,797,676,112","459,020",액션,15세이상관람가,11,2018,2018-11-07,임진순,"마동석,김새론,이상엽,진선규,장광,신세휘,오희준,배진아,이광기,이상훈,이태규,김지은,안성일,양기원,강민준,김다영,김대현,김동환,최정현,최혜진,김새벽,김송이,김수영,손영순,이장유,권혁범,서문호,김유라"
338,노브레싱,584,"2,991,824,739","451,669",드라마,15세이상관람가,10,2013,2013-10-30,조용선,"서인국,이종석,권유리,박철민,박정철,신민철,김재영,선우재덕,서준원,송병준,이명규,김준희,조상현,박용진,정민성,박현우"
339,원더풀 고스트,351,"3,720,931,600","450,374",코미디,12세이상관람가,9,2018,2018-09-26,조원희,"마동석,김영광,이유영,이서진,김정수,이승창,이영석,서정훈,서준호,이태규,김지은,김지은,류성철,윤성민,박근수,정재헌,최유리,김민석,김선문,김선웅,김영환,김선경,김동준,한창현,차래형,한성천,곽진석"
340,반드시 잡는다,565,"3,324,033,772","446,379",스릴러,15세이상관람가,11,2017,2017-11-29,김홍선,"백윤식,성동일,천호진,배종옥,조달환,김혜인,박형수,손종학,이칸희,박지현,정유민,이정은,조건희,이재윤,천준호,강병희,권인호,선호삼,강말금,신문성,오희준,유수빈,손성찬,유재명,이민웅,승의열,김현,조현식,김민상,정성일,이도국"
341,뽀로로 극장판 컴퓨터 왕국 대모험,544,"3,290,582,700","445,014",애니메이션,전체관람가,12,2015,2015-12-10,박영균,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기"
343,감쪽같은 그녀,761,"3,377,895,790","436,257",드라마,전체관람가,12,2019,2019-12-04,허인무,"나문희,김수안,천우희,정유진,최수영"
344,원라인,613,"3,310,122,433","433,825",범죄,15세이상관람가,3,2017,2017-03-29,양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도,박지홍,안지현,유요한,이도현,최창국,이석호,한민철,이영호,홍성호,김말구,김태준,김근영,임지환,김대현,황성준,오민애,김국희,박근록,현봉식,이일화,박성연,박경찬,전광진,임용순,권범택,신정섭,김희상,추연규"
345,"협녀, 칼의 기억",572,"3,360,045,489","431,310",사극,15세이상관람가,8,2015,2015-08-13,박흥식,"이병헌,전도연,김고은,이경영,김태우,이준호,배수빈,문성근,박슬기,장윤성,장은태,강풍,박지훈,고지영,손재영,김수안,김학선,성유빈,이성우,김영민,신유람"
346,몬스터,527,"4,136,202,515","526,282",스릴러,청소년관람불가,3,2014,2014-03-13,황인호,"이민기,김고은,안서현,윤진하,박병은,김뢰하,김부선,이현빈,이현우,손종규,전종석,정수환,차국빈,이도연,최대웅,최성겸,허준석,이용희,남경읍,김선영,배성우,유재명,조복래,배진웅"
347,오피스,425,"3,354,086,230","428,429",스릴러,15세이상관람가,9,2015,2015-09-03,홍원찬,"고아성,박성웅,배성우,김의성,류현경,이채은,오대환,박정민,이정환,최철수,안지혜,이성진,이영수,최병모,기주봉,손수현,신문성,손영순,손성찬,전광진"
348,나를 잊지 말아요,559,"3,398,915,000","425,799",멜로/로맨스,15세이상관람가,1,2016,2016-01-07,이윤정,"정우성,김하늘,배성우,장영남,조이진,임주은,허진,이준혁,온주완,권해효,김봉근,윤다경,임태호,박지원,이상훈,이승원,이우주,이은이,최준환,차청화"
350,흥부: 글로 세상을 바꾼 자,627,"3,381,050,200","416,303",사극,12세이상관람가,2,2018,2018-02-14,조근현,"정우,김규백,김주혁,정진영,김원해,정상훈,정해인,곽동연,천우희,진구,지웅배,김태준,김현목,이은,이상영,이상영,이소라,이예진,이용출,이유진,이재석,이재윤,이정민,김정훈,손종민,송은지,이진경,이진경,이태영,김지호,김태준,김하은,김현민,김현서,김현정,김혜림,염재민,유병선,윤석진,박가영,박윤호,전현우,박정수,박정우,정연수,박지영,박지혜,정지우,김호경,강동우,최동욱,권유진,최유리,최정은,최진우,최은지,홍진기,김민석,김성현,김수혁,김원진,김아영,김선권,김정현,강하늘,김경덕,한사명,박중금,이랑,정지우"
351,우는 남자,508,"4,883,740,800","599,050",액션,청소년관람불가,6,2014,2014-06-04,이정범,"장동건,김민희,민성욱,박지연,백현익,최제헌,김경희,이재인,김민재,김성오,김원범,김준성,남연우,박병은,이동휘,주영호,전배수,장인섭,이영란,김희원,김소진,서현우,고우림,이규형,김그림,김태훈"
352,극장판 공룡메카드: 타이니소어의 섬,763,"3,140,214,420","410,131",애니메이션,전체관람가,1,2019,2019-01-10,"최신규,유재운","김서영,엄상현,안현서,김장,홍범기,양정화,여민정,이장원,한신,서유리,정선혜,소정환,김은아,민승우,심규혁,정혜원,홍진욱,김장,안현서,양정화"
353,넛잡 2,526,"3,038,945,100","407,727",애니메이션,전체관람가,10,2017,2017-10-03,캘런 브런커,"윌 아넷,캐서린 헤이글,성룡,이사벨라 모너"
354,비밀은 없다,502,"2,027,801,239","250,650",스릴러,청소년관람불가,6,2016,2016-06-23,이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희,김소희,예수정,최유화,손성찬,유재명,강덕중,설창희"
